,genres,X_lem
8764,"['Drama', 'Mystery & Suspense']",[]
8765,['Comedy'],"['live-action', 'update', 'josie', 'pussycat', 'offer', 'bubbly', 'fluffy', 'fun', 'constant', 'appearance', 'product', 'placement', 'seems', 'rather', 'hypocritical']"
8766,"['Art House & International', 'Comedy', 'Drama']",[]
8767,['Drama'],[]
8768,['Drama'],[]
8769,"['Art House & International', 'Drama', 'Faith & Spirituality']",[]
8770,"['Action & Adventure', 'Drama', 'Kids & Family']",[]
8771,"['Action & Adventure', 'Classics', 'Science Fiction & Fantasy']","['silly', 'fun', 'movie', 'everything', ""'d"", 'want', 'sci-fi', 'blockbuster', 'heroic', 'character', 'menacing', 'villain', 'monster', 'big', 'set', 'special', 'effect']"
8772,"['Action & Adventure', 'Kids & Family', 'Science Fiction & Fantasy']","['modern', 'visuals', 'old', 'fasioned', 'storyline', 'make', 'family', 'adventure/comedy', 'fast-paced', 'kitschy', 'ride']"
8773,"['Action & Adventure', 'Kids & Family', 'Science Fiction & Fantasy']","['aggressively', 'unambitious', 'journey', '2', 'might', 'thrill', 'tween', 'viewer', 'others', 'find', 'intense', 'young', 'audience', 'cartoonishly', 'dull', 'adult']"
8774,"['Action & Adventure', 'Art House & International', 'Drama', 'Science Fiction & Fantasy']","['sweet', 'silly', 'action-packed', 'ridiculous', 'director', 'steven', 'chow', 'best', 'work', 'journey', 'west', 'serf', 'dazzling', 'action', 'sequence', 'playing', 'disparate', 'element', 'thrilling', 'abandon']"
8775,"['Action & Adventure', 'Comedy', 'Science Fiction & Fantasy']",[]
8776,['Drama'],"['journey', 'end', 'brings', 'r.c', 'sherriff', '90-year-old', 'play', 'screen', 'thrilling', 'power', 'thanks', 'director', 'saul', 'dibb', 'hard-hitting', 'urgency', 'brilliant', 'work', 'talented', 'cast']"
8777,['Drama'],"['joy', 'anchored', 'strong', 'performance', 'jennifer', 'lawrence', 'although', 'director', 'david', 'o.', 'russell', 'uncertain', 'approach', 'fascinating', 'fact-based', 'tale', 'sporadically', 'spark', 'burst', 'titular', 'emotion']"
8778,"['Drama', 'Romance']","['joy', 'luck', 'club', 'trace', 'generational', 'divide', 'unearthing', 'universal', 'truth', 'exploring', 'life', 'lens', 'specific', 'cultural', 'experience']"
8779,"['Documentary', 'Special Interest']",[]
8780,"['Action & Adventure', 'Mystery & Suspense']",[]
8781,"['Horror', 'Mystery & Suspense']",[]
8782,"['Art House & International', 'Drama', 'Romance']","['poignant', 'humanity', 'display', 'joyeux', 'noel', 'make', 'sentimentality', 'forgivable']"
8783,['Comedy'],"['joyful', 'noise', 'musical', 'number', 'solidly', 'entertaining', 'benefit', 'queen', 'latifah', 'dolly', 'parton', 'sizable', 'chemistry', ';', 'unfortunately', ""n't"", 'enough', 'make', 'rest', 'film']"
8784,"['Art House & International', 'Drama']",[]
8785,['Drama'],"['may', 'leave', 'viewer', 'wishing', 'in-depth', 'exploration', 'story', 'theme', 'j.t', 'leroy', 'offer', 'diverting', 'dramatization', 'incredible', 'real-life', 'event']"
8786,"['Art House & International', 'Drama']",[]
8787,"['Art House & International', 'Comedy', 'Horror']","['filled', 'wild', 'splatter', 'slapstick', 'juan', 'dead', 'also', 'deftly', 'us', 'zombie', 'premise', 'undead', 'trojan', 'horse', 'insightful', 'political', 'commentary']"
8788,['Drama'],"['juanita', 'refreshing', 'journey', 'self-actualization', 'may', 'lead', 'predictable', 'destination', 'sterling', 'star', 'turn', 'alfre', 'woodard', 'give', 'sojourn', 'invaluable', 'spark']"
8789,"['Action & Adventure', 'Classics', 'Western']",[]
8790,['Comedy'],[]
8791,"['Drama', 'Romance']",[]
8792,"['Action & Adventure', 'Science Fiction & Fantasy']","['judge', 'dredd', 'want', 'legitimate', 'violent', 'action', 'flick', 'parody', 'one', 'director', 'danny', 'cannon', 'fails', 'find', 'necessary', 'balance', 'make', 'work']"
8793,"['Action & Adventure', 'Comedy', 'Mystery & Suspense', 'Science Fiction & Fantasy']",[]
8794,"['Action & Adventure', 'Drama', 'Mystery & Suspense']",[]
8795,"['Drama', 'Musical & Performing Arts']","['led', 'deeply', 'committed', 'performance', 'renée', 'zellweger', 'judy', 'capture', 'waning', 'day', 'beloved', 'performer', 'clear-eyed', 'compassion']"
8796,['Drama'],"['judy', '&', 'punch', 'revisits', 'classic', 'character', 'fresh', 'perspective', 'marking', 'debuting', 'writer-director', 'mirrah', 'foulkes', 'filmmaking', 'talent', 'watch']"
8797,"['Comedy', 'Kids & Family']","['entertaining', 'young', 'viewer', 'normal', 'attention', 'span', 'judy', 'moody', 'loud', 'hyperactive', 'overload']"
8798,"['Cult Movies', 'Horror']",[]
8799,['Drama'],[]
8800,"['Action & Adventure', 'Drama']",[]
8801,"['Drama', 'Romance']","['francois', 'truffaut', 'arguable', 'masterpiece', 'filmography', 'full', 'masterpiece', 'ready', 'argued', 'jules', 'jim', 'eternal', 'ode', 'boundless', 'love']"
8802,['Documentary'],[]
8803,"['Comedy', 'Drama']","['boosted', 'meryl', 'streep', 'charismatic', 'performance', 'julia', 'child', 'julie', 'julia', 'light', 'fairly', 'entertaining', 'culinary', 'comedy']"
8804,"['Drama', 'Special Interest']","['director', 'harmony', 'korine', 'take', 'big', 'stylistic', 'swing', 'miss', 'audience', 'producing', 'unfocused', 'mean-spirited', 'art', 'film', 'bitter', 'aftertaste']"
8805,['Comedy'],"['juliet', 'naked', 'somewhat', 'familiar', 'narrative', 'arc', 'elevated', 'standout', 'work', 'charming', 'cast', 'led', 'well-matched', 'rose', 'byrne', 'ethan', 'hawke']"
8806,"['Art House & International', 'Comedy', 'Drama']",[]
8807,"['Art House & International', 'Drama']","['julieta', 'find', 'writer-director', 'pedro', 'almodóvar', 'revisiting', 'familiar', 'theme', 'signature', 'skill']"
8808,"['Action & Adventure', 'Comedy']","['like', 'many', 'classic', 'game', 'jumanji', ':', 'next', 'level', 'retains', 'core', 'component', 'came', 'adding', 'enough', 'fresh', 'bit', 'keep', 'thing', 'playable']"
8809,"['Action & Adventure', 'Drama', 'Kids & Family', 'Science Fiction & Fantasy']","['jumanji', ':', 'welcome', 'jungle', 'us', 'charming', 'cast', 'humorous', 'twist', 'offer', 'undemanding', 'yet', 'solidly', 'entertaining', 'update', 'source', 'material']"
8810,"['Comedy', 'Kids & Family', 'Musical & Performing Arts', 'Television']",[]
8811,['Documentary'],[]
8812,"['Comedy', 'Drama', 'Romance']","['light-hearted', 'romantic', 'comedy', 'jump', 'tomorrow', 'charm', 'whimsy', 'sweetness']"
8813,"['Action & Adventure', 'Drama', 'Science Fiction & Fantasy']","['featuring', 'uninvolving', 'character', 'loose', 'narrative', 'jumper', 'erratic', 'action', 'pic', 'little', 'coherence', 'lackluster', 'special', 'effect']"
8814,"['Action & Adventure', 'Comedy', 'Mystery & Suspense']",[]
8815,['Comedy'],"['heart', 'right', 'place', 'appealing', 'cast', 'jumping', 'broom', 'ultimately', 'cliched', 'thinly', 'written', 'recommend']"
8816,"['Art House & International', 'Comedy', 'Drama']","['aided', 'abetted', 'wonderful', 'cast', 'director', 'phil', 'morrison', 'transforms', 'familiar', 'material', 'understated', 'resonant', 'comedy']"
8817,"['Art House & International', 'Drama', 'Horror']","['virgin', 'spring', 'mark', 'one', 'ingmar', 'bergman', 'controversial', 'drama', 'although', 'uncomfortable', 'exploration', 'divine', 'justice', 'lack', 'thereof', 'undeniably', 'thought-provoking']"
8818,"['Drama', 'Mystery & Suspense']","['daniel', 'radcliffe', 'right', 'jungle', 'fact-based', 'story', 'clearly', 'committed', 'performance', 'even', 'film', 'around', ""n't"", 'always', 'match', 'effort']"
8819,"['Comedy', 'Kids & Family']","['tim', 'allen', 'spends', 'jungle', '2', 'jungle', 'annoyed', 'put', 'upon', 'mirroring', 'audience', 'reaction', 'struggle', 'witless', 'family', 'comedy']"
8820,"['Animation', 'Kids & Family']","['inferior', 'rehash', 'jungle', 'book', 'gone', 'straight', 'video']"
8821,"['Comedy', 'Drama']","['one', 'brightest', 'funniest', 'comedy', 'year', 'juno', 'smart', 'script', 'direction', 'matched', 'assured', 'performance', 'coming', 'age', 'story', '21st', 'century', 'twist']"
8822,"['Action & Adventure', 'Science Fiction & Fantasy']","['pleasing', 'eye', 'narratively', 'befuddled', 'jupiter', 'ascending', 'delivers', 'another', 'visually', 'thrilling', 'misfire', 'wachowskis']"
8823,"['Documentary', 'Special Interest']",[]
8824,"['Action & Adventure', 'Mystery & Suspense', 'Science Fiction & Fantasy']","['jurassic', 'park', 'spectacle', 'special', 'effect', 'life-like', 'animatronics', 'spielberg', 'best', 'sequence', 'sustained', 'awe', 'sheer', 'terror', 'since', 'jaw']"
8825,"['Action & Adventure', 'Mystery & Suspense', 'Science Fiction & Fantasy']","['jurassic', 'park', 'iii', 'darker', 'faster', 'predecessor', ""n't"", 'quite', 'compensate', 'franchise', 'continuing', 'creative', 'decline']"
8826,"['Action & Adventure', 'Mystery & Suspense', 'Science Fiction & Fantasy']","['jurassic', 'world', 'ca', ""n't"", 'match', 'original', 'sheer', 'inventiveness', 'impact', 'work', 'right', 'entertaining', 'visually', 'dazzling', 'popcorn', 'thriller']"
8827,"['Action & Adventure', 'Drama', 'Science Fiction & Fantasy']","['jurassic', 'world', ':', 'fallen', 'kingdom', 'add', 'another', 'set', 'piece-packed', 'entry', 'blockbuster', 'franchise', 'although', 'genuinely', 'thrilling', 'moment', 'increasingly', 'short', 'supply']"
8828,"['Drama', 'Mystery & Suspense']","['self-serious', 'despite', 'abundance', 'trite', 'twist', 'juror', 'drab', 'thriller', 'audience', 'may', 'hold', 'contempt']"
8829,['Comedy'],[]
8830,"['Art House & International', 'Drama', 'Mystery & Suspense']","['intense', 'foreign', 'language', 'noir', 'another', 'love', 'story', 'us', 'generic', 'method', 'tell', 'tale', 'mistaken', 'identity', 'sharply', 'entertaining', 'nonetheless']"
8831,"['Comedy', 'Drama', 'Special Interest']",[]
8832,"['Comedy', 'Romance']","['annoying', 'character', 'gimmick', 'romantic', 'comedy', 'kiss', 'neither', 'touching', 'funny']"
8833,"['Comedy', 'Drama']",[]
8834,"['Comedy', 'Drama']",[]
8835,"['Drama', 'Television', 'Romance']",[]
8836,"['Comedy', 'Drama']",[]
8837,"['Action & Adventure', 'Drama', 'Mystery & Suspense']","['cause', 'round', 'phenomenal', 'cast', ""n't"", 'mean', 'everything', 'need', 'solid', 'legal', 'thriller', 'film', 'forgettable', 'proof']"
8838,['Drama'],[]
8839,"['Art House & International', 'Documentary', 'Special Interest']",[]
8840,"['Comedy', 'Drama', 'Romance']","['moment', 'mirth', 'overly', 'broad', 'comedy', 'mostly', 'friend', 'funny']"
8841,"['Action & Adventure', 'Comedy']","['thoroughly', 'unfunny', 'misfire', 'getting', 'started', 'manages', 'incredible', 'feat', 'wasting', 'century', 'combined', 'acting', 'experience', 'three', 'talented', 'lead']"
8842,"['Comedy', 'Romance']","['go', 'may', 'slightly', 'better', 'entry', 'recently', 'dire', 'rom-com', 'genre', 'far', 'recommendation']"
8843,"['Art House & International', 'Drama']",[]
8844,"['Comedy', 'Drama', 'Romance']","['delightfully', 'sweet', 'like', 'lollipop', 'like', 'heaven', 'dreamy', 'romantic', 'comedy', 'may', 'give', 'toothache', 'attempt', 'broach', 'difficult', 'end', 'life', 'issue', 'throwing', 'cherry', 'top']"
8845,['Comedy'],[]
8846,"['Comedy', 'Romance']","['married', 'plot', 'predictable', 'overdone', 'pratfall', 'get', 'tiresome']"
8847,['Drama'],"['mercy', 'dramatizes', 'real-life', 'injustice', 'solid', 'performance', 'steady', 'directorial', 'hand', 'enough', 'urgency', 'overcome', 'certain', 'degree', 'earnest', 'advocacy']"
8848,"['Comedy', 'Drama', 'Romance']","['luck', 'asks', 'little', 'lead', 'le', 'audience', 'adding', 'middling', 'teen', 'rom-com', 'sorely', 'lack', 'spark']"
8849,"['Comedy', 'Romance']",[]
8850,['Comedy'],"['remake', 'french', 'comedy', 'le', 'visiteurs', 'end', 'middling', 'forgettable', 'effort', 'good', 'original']"
8851,"['Comedy', 'Romance']","['well-intentioned', 'formulaic', 'wright', 'winning', 'lead', 'ca', ""n't"", 'overcome', 'preponderance', 'cliche']"
8852,"['Comedy', 'Romance']",[]
8853,"['Documentary', 'Drama', 'Special Interest']",[]
8854,"['Action & Adventure', 'Drama', 'Mystery & Suspense']","['seeking', 'justice', 'nothing', 'typical', 'potboiler', 'another', 'phoned-in', 'performance', 'nicolas', 'cage']"
8855,"['Action & Adventure', 'Drama', 'Science Fiction & Fantasy']","['justice', 'league', 'leap', 'number', 'dc', 'movie', 'single', 'bound', ""n't"", 'enough', 'shed', 'murky', 'aesthetic', 'thin', 'character', 'chaotic', 'action', 'continue', 'dog', 'franchise']"
8856,"['Action & Adventure', 'Animation', 'Science Fiction & Fantasy']",[]
8857,['Action & Adventure'],[]
8858,['Action & Adventure'],[]
8859,"['Action & Adventure', 'Animation']",[]
8860,[],[]
8861,"['Action & Adventure', 'Animation']",[]
8862,"['Action & Adventure', 'Animation', 'Art House & International', 'Science Fiction & Fantasy']",[]
8863,"['Documentary', 'Musical & Performing Arts']","['tour', 'documentary', 'rather', 'uninspired', '3d', 'glimpse', 'building', 'pop', 'culture', 'phenomenon', 'never', 'say', 'never', 'undeniably', 'entertaining']"
8864,"['Documentary', 'Drama', 'Musical & Performing Arts']",[]
8865,"['Documentary', 'Musical & Performing Arts']",[]
8866,['Comedy'],"['tired', 'premise', 'juwanna', 'mann', 'joke', 'fall', 'flat']"
8867,"['Action & Adventure', 'Drama', 'Mystery & Suspense']","['gripping', 'drama', 'even', 'though', 'filmmaker', 'taken', 'liberty', 'fact']"
8868,"['Action & Adventure', 'Drama', 'Special Interest']",[]
8869,"['Action & Adventure', 'Comedy']",[]
8870,"['Action & Adventure', 'Comedy']",[]
8871,"['Drama', 'Mystery & Suspense']",[]
8872,"['Art House & International', 'Drama', 'Musical & Performing Arts']",[]
8873,"['Art House & International', 'Comedy', 'Drama', 'Kids & Family', 'Musical & Performing Arts', 'Romance']",[]
8874,"['Art House & International', 'Comedy']","['effecting', 'treatise', 'modern', 'alienation', 'scott', 'prendergast', 'story', 'hapless', 'loser', 'find', 'recognition', 'donning', 'featureless', 'suit', 'full', 'whimsy', 'sorrow']"
8875,"['Comedy', 'Horror', 'Science Fiction & Fantasy']","['jumbled', 'shallow', 'yet', 'easy', 'watch', 'kaboom', 'one-night', 'stand', ""n't"", 'meant', 'lead', 'anywhere', 'fun', 'enough', 'last']"
8876,"['Art House & International', 'Comedy', 'Drama']",[]
8877,"['Action & Adventure', 'Animation', 'Art House & International', 'Kids & Family', 'Science Fiction & Fantasy']","['though', 'kaena', ':', 'prophecy', 'visually', 'inventive', 'story', 'incoherent', 'derivative', 'dull']"
8878,"['Art House & International', 'Classics', 'Drama']","['epic', 'scope', 'awash', 'striking', 'color', 'kagemusha', 'mark', 'akira', 'kurosawa', 'successful', 'return', 'samurai', 'epic']"
8879,"['Drama', 'Mystery & Suspense']",[]
8880,"['Drama', 'Mystery & Suspense']",[]
8881,"['Action & Adventure', 'Drama', 'Mystery & Suspense']","['visually', 'strong', 'featuring', 'potently', 'feral', 'performance', 'brad', 'pitt', 'kalifornia', 'tonally', 'uneven', 'thriller', 'marked', 'all-too-obvious', 'theme']"
8882,"['Art House & International', 'Drama', 'Romance']","['kama', 'sutra', 'refreshingly', 'approach', 'sensuality', 'female', 'perspective', 'audience', 'turned', 'romance', 'silly', 'plotting']"
8883,"['Documentary', 'Special Interest']",[]
8884,['Documentary'],[]
8885,"['Action & Adventure', 'Comedy', 'Kids & Family']","['humor', 'gratingly', 'dumb', 'kangaroo', 'jack', 'contains', 'much', 'violence', 'sexual', 'innuendo', 'family', 'movie']"
8886,"['Drama', 'Mystery & Suspense']",[]
8887,"['Classics', 'Drama', 'Mystery & Suspense']",[]
8888,"['Action & Adventure', 'Art House & International', 'Drama']",[]
8889,"['Drama', 'Kids & Family']","['utterly', 'predictable', 'wholly', 'time', 'warm', 'sincere', 'difficult', 'resist', 'due', 'large', 'part', 'pat', 'morita', 'ralph', 'macchio', 'relaxed', 'chemistry']"
8890,"['Action & Adventure', 'Drama', 'Kids & Family']","['may', 'powerful', '1984', 'edition', '2010', 'karate', 'kid', 'delivers', 'surprisingly', 'satisfying', 'update', 'original']"
8891,"['Action & Adventure', 'Comedy', 'Kids & Family']","['like', 'countless', 'sequel', 'karate', 'kid', 'part', 'ii', 'try', 'upping', 'stake', 'without', 'straying', 'far', 'formula', 'suffers', 'diminishing', 'return', 'result']"
8892,"['Art House & International', 'Comedy', 'Drama']",[]
8893,"['Art House & International', 'Documentary']",[]
8894,"['Drama', 'Kids & Family']",[]
8895,"['Art House & International', 'Comedy', 'Drama', 'Mystery & Suspense']",[]
8896,"['Documentary', 'Special Interest', 'Sports & Fitness']",[]
8897,['Comedy'],[]
8898,"['Comedy', 'Science Fiction & Fantasy', 'Romance']","['though', 'jackman', 'charm', 'kate', 'leopold', 'bland', 'predictable', 'time', 'travel', 'scenario', 'lack', 'inner', 'logic']"
8899,['Drama'],[]
8900,['Comedy'],[]
8901,"['Documentary', 'Musical & Performing Arts']","['katy', 'perry', ':', 'part', 'succeeds', 'strength', 'pop', 'star', 'genuine', 'likability', 'inspiring', 'work', 'ethic', 'dazzling', 'stage', 'show', 'even', 'play', 'somewhat', 'like', 'pr', 'puff', 'piece', 'time']"
8902,"['Comedy', 'Kids & Family', 'Science Fiction & Fantasy']","['crafted', 'mix', 'genre', 'clichés', 'kazaam', ""n't"", 'know', 'kind', 'film', 'want', 'shaq', 'larger-than-life', 'charisma', 'stifled', 'rote', 'filmmaking', 'unimaginative', 'story']"
8903,"['Drama', 'Mystery & Suspense']","['scrutinizing', 'camera', 'angle', 'keane', 'might', 'first', 'feel', 'close', 'comfort', 'powerful', 'portrait', 'man', 'distraught', 'abduction', 'child', 'plumb', 'depth', 'mental', 'illness', 'corner', 'fleabag', 'hotel', 'intimate', 'touching', 'examination', 'seedier', 'side', 'life']"
8904,"['Action & Adventure', 'Comedy']","['keanu', 'absurd', 'premise', 'compulsively', 'watchable', 'starring', 'duo', 'add', 'agreeably', 'fast-paced', 'comedy', 'hit', 'enough', 'target', 'make', 'miss']"
8905,['Documentary'],"['kedi', 'cat', 'fancier', 'dream', 'thoughtful', 'beautifully', 'filmed', 'look', 'istanbul', 'street', 'feline', 'population', 'offer', 'absorbing', 'viewing', 'filmgoers', 'purr-suasion']"
8906,"['Art House & International', 'Drama']",[]
8907,"['Horror', 'Mystery & Suspense']",[]
8908,"['Art House & International', 'Comedy', 'Drama']",[]
8909,"['Documentary', 'Musical & Performing Arts']","['offering', 'keen', 'observation', 'infectious', 'warmth', 'keep', 'keepin', 'joy', 'jazz', 'buff', 'novice', 'alike']"
8910,"['Drama', 'Gay & Lesbian']","['keep', 'light', 'mysterious', 'sexy', 'journey', 'deep', 'love', 'affair', 'two', 'men', 'always', 'manages', 'stay', 'true', 'life']"
8911,"['Documentary', 'Special Interest']","['keep', 'river', 'right', 'place', 'spotlight', 'fascinating', 'individual', 'tobias', 'schneebaum']"
8912,"['Comedy', 'Romance']","['dramedy', 'featuring', 'unusual', 'love', 'triangle', 'keeping', 'faith', 'perceptive', 'look', 'religion', 'affect', 'u', 'everyday', 'life']"
8913,['Comedy'],"['keeping', 'jones', 'squanders', 'decent', 'premise', 'talented', 'cast', 'full', 'funny', 'people', 'witless', 'largely', 'laugh-free', 'suburban', 'spy', 'adventure']"
8914,['Comedy'],"['keeping', 'stein', 'one', 'comedy', 'play', 'like', 'corny', 'sitcom', 'theatrical', 'movie']"
8915,"['Comedy', 'Drama']","['kelly', '&', 'cal', 'compellingly', 'offbeat', 'treat', 'fan', 'character-driven', 'drama', 'showcase', 'juliette', 'lewis', 'formidable', 'gift']"
8916,"['Action & Adventure', 'Classics', 'Comedy', 'Drama']","['kelly', 'hero', 'subverts', 'world', 'war', 'ii', 'setting', 'pointed', 'satirical', 'commentary', 'modern', 'military', 'effort', 'offering', 'entertaining', 'hybrid', 'heist', 'caper', 'battlefield', 'action']"
8917,['Comedy'],[]
8918,"['Action & Adventure', 'Classics', 'Drama', 'Mystery & Suspense']",[]
8919,"['Musical & Performing Arts', 'Special Interest']",[]
8920,"['Classics', 'Drama', 'Western']",[]
8921,"['Comedy', 'Cult Movies']","['obscure', 'pop', 'culture', 'reference', 'spoofed', 'commercial', 'add', 'kentucky', 'fried', 'movie', 'anarchic', 'anything-goes', 'spirit', 'wit']"
8922,"['Drama', 'Kids & Family']",[]
8923,"['Art House & International', 'Classics', 'Drama']","['harrowing', 'coming', 'age', 'tale', 'told', 'simply', 'truly', 'kes', 'spare', 'richly', 'humane', 'tribute', 'small', 'pocket', 'beauty', 'found', 'oppressive', 'world']"
8924,"['Comedy', 'Drama']",[]
8925,['Comedy'],[]
8926,"['Comedy', 'Musical & Performing Arts', 'Special Interest']",[]
8927,"['Comedy', 'Documentary', 'Musical & Performing Arts']","['ironically', 'rather', 'short', 'standup', 'mr.', 'hart', 'structural', 'problem', 'aside', 'kevin', 'hart', ':', 'let', 'explain', 'offer', 'another', 'example', 'achieved', 'mainstream', 'success', 'term']"
8928,['Comedy'],"['kevin', 'hart', ':', '?', 'pack', 'enough', 'comedian', 'infectious', 'energy', 'compensate', 'lull', 'stand-up', 'set', ""n't"", 'quite', 'rank', 'best']"
8929,"['Comedy', 'Kids & Family']",[]
8930,"['Classics', 'Drama', 'Mystery & Suspense']","['humphrey', 'bogart', 'lauren', 'bacall', 'mercy', 'edward', 'g.', 'robinson', 'menacing', 'gangster', 'audience', 'enthralling', 'chamber', 'piece']"
8931,"['Art House & International', 'Drama', 'Mystery & Suspense']",[]
8932,"['Art House & International', 'Drama']",[]
8933,"['Action & Adventure', 'Classics', 'Drama']",[]
8934,['Romance'],[]
8935,"['Documentary', 'Special Interest']",[]
8936,"['Action & Adventure', 'Animation', 'Kids & Family']",[]
8937,"['Documentary', 'Drama']",[]
8938,"['Action & Adventure', 'Comedy']","['kick-ass', '2', 'fall', 'short', 'attempt', 'emulate', 'original', 'unique', 'blend', 'ultra-violence', 'ironic', 'humor']"
8939,['Action & Adventure'],[]
8940,"['Action & Adventure', 'Drama']",[]
8941,"['Action & Adventure', 'Drama']",[]
8942,"['Comedy', 'Kids & Family']","['script', 'mediocre', 'fails', 'give', 'ferrell', 'proper', 'comedic', 'showcase']"
8943,"['Documentary', 'Drama', 'Special Interest', 'Sports & Fitness']",[]
8944,"['Action & Adventure', 'Drama']",[]
8945,['Drama'],[]
8946,"['Action & Adventure', 'Comedy', 'Kids & Family', 'Science Fiction & Fantasy']","['disappointing', 'even', 'relaxed', 'standard', 'live-action', 'child', 'entertainment', 'kid', 'king', 'arthur', 'court', 'stand', 'rare', 'near-total', 'misfire', 'disney']"
8947,"['Documentary', 'Drama', 'Special Interest', 'Television']","['though', 'objective', 'mean', 'kid', 'stay', 'picture', 'irresistibly', 'entertaining']"
8948,"['Action & Adventure', 'Drama', 'Mystery & Suspense']","['kidnap', 'stray', 'poorly', 'scripted', 'exploitation', 'often', 'take', 'advantage', 'pulpy', 'premise', 'still-impressive', 'talent', 'committed', 'star']"
8949,"['Art House & International', 'Drama', 'Mystery & Suspense']","['technically', 'impressive', 'yet', 'narratively', 'repellent', 'unremittingly', 'grim', 'violent', 'kidnapped', 'prove', 'difficult', 'many', 'viewer', 'take']"
8950,"['Action & Adventure', 'Drama', 'Mystery & Suspense']","['dull', 'devoid', 'characterization', 'kidnapping', 'mr.', 'heineken', 'true', 'crime', 'thriller', 'ring', 'false']"
8951,"['Documentary', 'Drama', 'Special Interest']","['dispassionately', 'presented', 'yet', 'frequently', 'enraging', 'kid', 'cash', 'us', 'fallout', 'one', 'horrific', 'scandal', 'offer', 'thought-provoking', 'critique', 'justice', 'system', 'general']"
8952,"['Art House & International', 'Comedy', 'Drama']",[]
8953,['Documentary'],"['kiki', 'compassionately', 'capture', 'scene', 'social', 'margin', 'offering', 'demanding', 'respect', 'empathy', 'people', 'often', 'denied']"
8954,"['Action & Adventure', 'Animation', 'Kids & Family', 'Science Fiction & Fantasy']","['kiki', 'delivery', 'service', 'heartwarming', 'gorgeously-rendered', 'tale', 'young', 'witch', 'discovering', 'place', 'world']"
8955,"['Art House & International', 'Comedy', 'Drama']",[]
8956,"['Documentary', 'Special Interest']",[]
8957,"['Action & Adventure', 'Mystery & Suspense']","['kill', 'bill', 'admittedly', 'little', 'stylish', 'revenge', 'thriller', 'albeit', 'one', 'benefit', 'wildly', 'inventive', 'surfeit', 'style']"
8958,"['Action & Adventure', 'Comedy', 'Drama']","['kill', 'bill', ':', 'volume', '2', 'add', 'extra', 'plot', 'dialogue', 'action-heavy', 'exploit', 'predecessor', 'still', 'managing', 'deliver', 'suitably', 'hard-hitting', 'sequel']"
8959,"['Action & Adventure', 'Drama', 'Science Fiction & Fantasy']",[]
8960,"['Horror', 'Mystery & Suspense']","['kill', 'list', 'expertly', 'executed', 'slow-burn', 'crime', 'thriller', 'thrives', 'tension', 'morphing', 'visceral', 'horror']"
8961,['Mystery & Suspense'],"['kill', 'three', 'time', 'offer', 'simon', 'pegg', 'opportunity', 'play', 'type', 'villain', ';', 'unfortunately', 'derivative', 'storyline', 'fails', 'offer', 'much', 'anything', 'viewer']"
8962,"['Action & Adventure', 'Science Fiction & Fantasy']",[]
8963,"['Action & Adventure', 'Drama']",[]
8964,"['Drama', 'Science Fiction & Fantasy']",[]
8965,"['Action & Adventure', 'Drama', 'Mystery & Suspense']","['kill', 'irishman', 'may', 'add', 'much', 'way', 'new', 'ingredient', 'crowded', 'genre', 'admirable', 'effort', 'solidly', 'assembled', 'cast', 'add', 'extra', 'depth', 'familiar', 'story']"
8966,"['Drama', 'Mystery & Suspense']","['kill', 'messenger', 'potent', 'fury', 'tale', 'real-life', 'subject', 'override', 'factual', 'inaccuracy', 'occasional', 'narrative', 'stumble']"
8967,"['Comedy', 'Drama', 'Gay & Lesbian']",[]
8968,"['Art House & International', 'Comedy', 'Drama']",[]
8969,"['Drama', 'Mystery & Suspense', 'Romance']","['bolstered', 'tremendous', 'chemistry', 'daniel', 'radcliffe', 'dane', 'dehaan', 'kill', 'darling', 'cast', 'vivid', 'spotlight', 'early', 'chapter', 'story', 'beat', 'generation']"
8970,"['Comedy', 'Drama', 'Mystery & Suspense']","['kill', 'friend', 'take', 'futile', 'stab', 'black', 'comedy', 'strangled', 'glut', 'tonal', 'jumble', 'bad', 'casting', 'unremittingly', 'unlikable', 'character']"
8971,"['Action & Adventure', 'Art House & International', 'Drama', 'Mystery & Suspense']",[]
8972,['Documentary'],[]
8973,"['Action & Adventure', 'Mystery & Suspense']","['rote', 'utterly', 'disposable', 'jason', 'statham', 'vehicle', 'happens', 'clive', 'owen', 'robert', 'de', 'niro']"
8974,"['Classics', 'Drama', 'Mystery & Suspense']",[]
8975,"['Comedy', 'Mystery & Suspense']","['violent', 'darkly', 'comic', 'full', 'strong', 'performance', 'killer', 'joe', 'prof', 'william', 'friedkin', ""n't"", 'lost', 'touch', 'even', 'plot', 'may', 'lurid']"
8976,['Horror'],[]
8977,"['Comedy', 'Horror', 'Science Fiction & Fantasy']","['killer', 'klowns', 'outer', 'space', 'title', 'promise', 'darkly', 'goofy', 'fun', 'often', 'movie', 'delivers']"
8978,"['Art House & International', 'Drama', 'Horror', 'Mystery & Suspense']",[]
8979,"['Drama', 'Horror', 'Science Fiction & Fantasy']",[]
8980,"['Action & Adventure', 'Drama', 'Mystery & Suspense']",[]
8981,"['Action & Adventure', 'Comedy', 'Romance']","['dull', 'formulaic', 'chemistry-free', 'killer', 'action/comedy', 'largely', 'bereft', 'thrill', 'laugh']"
8982,"['Action & Adventure', 'Drama', 'Mystery & Suspense']",[]
8983,"['Action & Adventure', 'Mystery & Suspense']",[]
